code,name,in_colorectal_tree,relation_types,relation_groups,nci_url
C96520,MUTYH-Associated Polyposis,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96520
C43597,MYC Gene Mutation,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43597
C9329,Malignant Cecum Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9329
C12917,Malignant Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12917
C36115,Malignant Cellular Infiltrate,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36115
C9242,Malignant Colon Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9242
C4978,Malignant Colorectal Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4978
C36929,Malignant Endocrine Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36929
C36779,Malignant Epithelial Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36779
C60664,"Malignant Epithelial Cell with Vesicular Nucleus, Distinct Nucleolus, and Abundant Pink Cytoplasm",N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60664
C36822,Malignant Epithelial Large Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36822
C37109,Malignant Epithelial Spindle Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37109
C36825,Malignant Neuroendocrine Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36825
C36821,Malignant Neuroendocrine Large Cell,N,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36821
C36820,Malignant Neuroendocrine Small Cell,N,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36820
C7418,Malignant Rectal Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7418
C7420,Malignant Rectosigmoid Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7420
C36771,Malignant Squamous Cell,N,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36771
C37153,Malignant Stromal Cell,N,Disease_Excludes_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37153
C168658,Mapped ICDO3.1 Morphology PT Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168658
C168657,Mapped ICDO3.1 Morphology Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168657
C168655,Mapped ICDO3.1 Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168655
C168662,Mapped ICDO3.2 Morphology PT Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168662
C168661,Mapped ICDO3.2 Morphology Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168661
C168656,Mapped ICDO3.2 Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168656
C4124,Metastatic Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4124
C96767,Metastatic Carcinoma in the Liver,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96767
C27408,Metastatic Carcinoma in the Lung,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27408
C133839,Metastatic Digestive System Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C133839
C40557,Metastatic Disease,N,Disease_Excludes_Finding|Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C40557
C162780,Metastatic Malignant Colorectal Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162780
C4104,Metastatic Squamous Cell Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4104
C153315,Metastatic Unresectable Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153315
C226433,Micropapillary Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226433
C36181,Micropapillary Growth Pattern,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36181
C131459,Microsatellite Stable,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C131459
C133706,Mismatch Repair Gene Mutation,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C133706
C157646,Mismatch Repair Proficient,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C157646
C21495,Mitotic Checkpoint Serine/Threonine-Protein Kinase BUB1,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21495
C41610,Mixed Cellular Population,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C41610
C165731,Mixed Malignant Epithelial Cell Population,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C165731
C62273,Mixed Neoplastic Glandular and Squamous Cell Population,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C62273
C210978,Moderately Differentiated Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C210978
C36131,Moderately Differentiated Lesion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36131
C198948,Modified FOLFOX Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C198948
C155746,Modified FOLFOX6 Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155746
C18034,Mothers Against Decapentaplegic Homolog 3,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18034
C26712,Mucinous Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C26712
C38768,Mucinous Differentiation,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38768
C35999,Mucoid Stroma Formation,N,Disease_Excludes_Finding|Disease_Has_Finding|Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35999
C103063,NCI CTEP SDC Colorectal Cancer Sub-Category Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C103063
C102905,NCI CTEP Simplified Disease Classification Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C102905
C126659,NCIt Neoplasm Core Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C126659
C90259,NICHD Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90259
C221743,NTHL1-Related Tumor Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C221743
C13063,Neck,N,Disease_Excludes_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C13063
C36184,Necrosis,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36184
C12922,Neoplastic Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12922
C37088,Neoplastic Endothelial Cell,N,Disease_Excludes_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37088
C36753,Neoplastic Epithelial Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36753
C37116,Neoplastic Epithelial Cell with Intracytoplasmic Mucin,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37116
C36763,Neoplastic Glandular Cell,N,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36763
C37126,Neoplastic Glial Cell,N,Disease_Excludes_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37126
C36761,Neoplastic Neuroendocrine Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36761
C37114,Neoplastic Serous Epithelial Cell,N,Disease_Excludes_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37114
C36937,Neoplastic Smooth Muscle Cell,N,Disease_Excludes_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36937
C36760,Neoplastic Squamous Cell,N,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36760
C43574,Neuroendocrine Differentiation,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43574
C210708,Neuroendocrine and Non-Neuroendocrine Differentiation Present in the Same Cells,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C210708
C164254,Neuroendocrine and Non-Neuroendocrine Neoplastic Components Present,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C164254
C60707,Neuron-Specific Enolase Positive Neoplastic Cells Present,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60707
C48558,No Evidence of Metastatic Disease,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C48558
C36027,Non-Invasive Lesion,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36027
C223843,Oligometastatic Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C223843
C161020,Oligometastatic Disease,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C161020
C16889,Oncogene N-RAS,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C16889
C24668,PDGFRL Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24668
C54395,PDGFRL wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54395
C24332,PDZK1IP1 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24332
C52371,PDZK1IP1 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52371
C131798,POLD1 Gene Mutation,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C131798
C131797,POLE Gene Mutation,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C131797
C24706,PTPN12 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24706
C49520,PTPN12 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49520
C24714,PTPRJ Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24714
C49537,PTPRJ wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49537
C35911,Papillary Growth Pattern,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35911
C132009,Pediatric Hematology-Oncology Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C132009
C30165,Platelet-Derived Growth Factor Receptor-Like Protein,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C30165
