code,name,in_colorectal_tree,relation_types,relation_groups,nci_url
C218468,Refractory Mismatch Repair Proficient Colorectal Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C218468
C162157,Refractory Rectal Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162157
C162156,Refractory Rectal Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162156
C177151,Refractory Rectal Squamous Cell Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177151
C208027,Resectable Colon Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C208027
C167237,Resectable Colon Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C167237
C212100,Resectable Colorectal Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C212100
C162257,Resectable Colorectal Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162257
C213374,Sigmoid Colon Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213374
C177680,Sigmoid Colon Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177680
C3638,Stage 0 Colon Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3638
C134271,Stage 0 Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134271
C8932,Stage 0 Colorectal Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8932
C134182,Stage 0 Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134182
C4853,Stage 0 Rectal Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4853
C134291,Stage 0 Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134291
C5017,Stage 0 Rectosigmoid Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5017
C9358,Stage I Colon Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9358
C134273,Stage I Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134273
C8513,Stage I Colorectal Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8513
C134185,Stage I Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134185
C7790,Stage I Rectal Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7790
C134292,Stage I Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134292
C5016,Stage I Rectosigmoid Cancer AJCC v6 and v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5016
C3993,Stage II Colon Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3993
C89990,Stage II Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89990
C134274,Stage II Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134274
C8514,Stage II Colorectal Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8514
C89989,Stage II Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89989
C134186,Stage II Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134186
C7791,Stage II Rectal Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7791
C89991,Stage II Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89991
C134293,Stage II Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134293
C5015,Stage II Rectosigmoid Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5015
C89992,Stage II Rectosigmoid Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89992
C115041,Stage IIA Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115041
C134280,Stage IIA Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134280
C87813,Stage IIA Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87813
C134187,Stage IIA Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134187
C115044,Stage IIA Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115044
C134294,Stage IIA Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134294
C115042,Stage IIB Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115042
C134281,Stage IIB Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134281
C87814,Stage IIB Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87814
C134188,Stage IIB Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134188
C115045,Stage IIB Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115045
C134295,Stage IIB Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134295
C115043,Stage IIC Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115043
C134282,Stage IIC Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134282
C87815,Stage IIC Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87815
C134190,Stage IIC Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134190
C115046,Stage IIC Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115046
C134296,Stage IIC Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134296
C7766,Stage III Colon Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7766
C89995,Stage III Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89995
C134283,Stage III Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134283
C8515,Stage III Colorectal Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8515
C89994,Stage III Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89994
C134191,Stage III Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134191
C7792,Stage III Rectal Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7792
C89996,Stage III Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89996
C134297,Stage III Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134297
C8635,Stage III Rectosigmoid Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8635
C89997,Stage III Rectosigmoid Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89997
C115047,Stage IIIA Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115047
C134284,Stage IIIA Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134284
C87816,Stage IIIA Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87816
C134192,Stage IIIA Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134192
C115050,Stage IIIA Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115050
C134298,Stage IIIA Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134298
C115048,Stage IIIB Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115048
C134285,Stage IIIB Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134285
C87817,Stage IIIB Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87817
C134193,Stage IIIB Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134193
C115051,Stage IIIB Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115051
C134299,Stage IIIB Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134299
C115049,Stage IIIC Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115049
C134286,Stage IIIC Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134286
C87818,Stage IIIC Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87818
C134194,Stage IIIC Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134194
C115052,Stage IIIC Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115052
C134300,Stage IIIC Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134300
C3994,Stage IV Colon Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3994
C89999,Stage IV Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89999
C134287,Stage IV Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134287
C8516,Stage IV Colorectal Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8516
C89998,Stage IV Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89998
C134195,Stage IV Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134195
C8412,Stage IV Rectal Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8412
C90016,Stage IV Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90016
C134301,Stage IV Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134301
C8636,Stage IV Rectosigmoid Cancer AJCC v6,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8636
C90019,Stage IV Rectosigmoid Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90019
C115053,Stage IVA Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115053
C134288,Stage IVA Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134288
C87819,Stage IVA Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87819
C134196,Stage IVA Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134196
C115055,Stage IVA Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115055
C134302,Stage IVA Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134302
C115054,Stage IVB Colon Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115054
C134289,Stage IVB Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134289
C87820,Stage IVB Colorectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87820
C134197,Stage IVB Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134197
C115056,Stage IVB Rectal Cancer AJCC v7,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115056
C134303,Stage IVB Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134303
C134290,Stage IVC Colon Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134290
C134198,Stage IVC Colorectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134198
C134304,Stage IVC Rectal Cancer AJCC v8,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134304
C38760,Submucosal Invasive Colon Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38760
C96496,Ulcerative Colitis-Associated Colorectal Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96496
C162116,Unresectable Colon Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162116
C180406,Unresectable Colon Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C180406
C171585,Unresectable Colorectal Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C171585
C162600,Unresectable Colorectal Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162600
C192839,Unresectable Microsatellite Stable Colorectal Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C192839
C162117,Unresectable Rectal Adenocarcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162117
C211964,Unresectable Rectal Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C211964
C222321,Unresectable Rectal Squamous Cell Carcinoma,Y,descendant_of_root,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C222321
