concept_code,concept_name,term,term_type,synonym_type,source,source_code,sub_source,relation_types_to_colorectal_tree,relation_groups_to_colorectal_tree,is_preferred_candidate
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Cetuximab-Irinotecan-Vemurafenib Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Cetuximab/Irinotecan/Vemurafenib,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Cetuximab/Irinotecan/Vemurafenib Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Cetuximab/Irinotecan/Vemurafenib Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Cetuximab/Irinotecan/Vemurafenib Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Irinotecan + Cetuximab + Vemurafenib,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Irinotecan + Cetuximab + Vemurafenib Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,"Irinotecan, Vemurafenib, Cetuximab",PT,FULL_SYN,HemOnc,50183,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Irinotecan/Cetuximab/Vemurafenib,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Irinotecan/Cetuximab/Vemurafenib Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C190275,Childhood Carcinoma,Childhood Carcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C190275,Childhood Carcinoma,Childhood Carcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C190275,Childhood Carcinoma,Childhood Carcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C190275,Childhood Carcinoma,Pediatric Carcinoma,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C60644,Childhood Lesion,Childhood Lesion,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C60644,Childhood Lesion,Childhood Lesion,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C60644,Childhood Lesion,Childhood Lesion,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C60644,Childhood Lesion,Lesion Arising During Childhood,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C60644,Childhood Lesion,Lesion Arising in Childhood,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C60644,Childhood Lesion,Pediatric Lesion,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C213152,Childhood Malignant Intestinal Neoplasm,Childhood Malignant Intestinal Neoplasm,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C213152,Childhood Malignant Intestinal Neoplasm,Childhood Malignant Intestinal Neoplasm,DN,FULL_SYN,CTRP,,,is_parent_of,hierarchy,N
C213152,Childhood Malignant Intestinal Neoplasm,Childhood Malignant Intestinal Neoplasm,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C213152,Childhood Malignant Intestinal Neoplasm,Childhood Malignant Intestinal Neoplasm,,Display_Name,,,,is_parent_of,hierarchy,Y
C213152,Childhood Malignant Intestinal Neoplasm,Childhood Malignant Intestinal Neoplasm,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C4005,Childhood Malignant Neoplasm,Childhood Cancer,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C4005,Childhood Malignant Neoplasm,Childhood Malignant Neoplasm,NAME,Concept_Name,NCIt,,,Concept_In_Subset,association,Y
C4005,Childhood Malignant Neoplasm,Childhood Malignant Neoplasm,PT,FULL_SYN,CPTAC,,,Concept_In_Subset,association,Y
C4005,Childhood Malignant Neoplasm,Childhood Malignant Neoplasm,PT,FULL_SYN,NCI,,,Concept_In_Subset,association,Y
C4005,Childhood Malignant Neoplasm,Childhood Malignant Neoplasm,,Display_Name,,,,Concept_In_Subset,association,Y
C4005,Childhood Malignant Neoplasm,Childhood Malignant Neoplasm,,Preferred_Name,,,,Concept_In_Subset,association,Y
C4005,Childhood Malignant Neoplasm,Malignant Childhood Neoplasm,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C4005,Childhood Malignant Neoplasm,Malignant Childhood Tumor,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C4005,Childhood Malignant Neoplasm,Malignant Neoplasm,DN,FULL_SYN,CTRP,,,Concept_In_Subset,association,N
C4005,Childhood Malignant Neoplasm,Malignant Pediatric Neoplasm,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C4005,Childhood Malignant Neoplasm,Malignant Pediatric Tumor,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C4005,Childhood Malignant Neoplasm,Pediatric Cancer,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C6283,Childhood Neoplasm,Childhood Neoplasm,NAME,Concept_Name,NCIt,,,Concept_In_Subset,association,Y
C6283,Childhood Neoplasm,Childhood Neoplasm,PT,FULL_SYN,NCI,,,Concept_In_Subset,association,Y
C6283,Childhood Neoplasm,Childhood Neoplasm,,Display_Name,,,,Concept_In_Subset,association,Y
C6283,Childhood Neoplasm,Childhood Neoplasm,,Preferred_Name,,,,Concept_In_Subset,association,Y
C6283,Childhood Neoplasm,Childhood Tumor,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C6283,Childhood Neoplasm,Neoplasm,DN,FULL_SYN,CTRP,,,Concept_In_Subset,association,N
C6283,Childhood Neoplasm,Pediatric Neoplasm,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C6283,Childhood Neoplasm,Pediatric Tumor,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C25920,Choline Kinase Alpha,CHETK-Alpha,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,CHK,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,CHK Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,CHKA,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,CHOK,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,Choline Kinase,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,Choline Kinase Alpha,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C25920,Choline Kinase Alpha,Choline Kinase Alpha,DN,FULL_SYN,CTRP,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,Choline Kinase Alpha,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C25920,Choline Kinase Alpha,Choline Kinase Alpha,,Display_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C25920,Choline Kinase Alpha,Choline Kinase Alpha,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C25920,Choline Kinase Alpha,CK,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,CKI,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,"CKI, Yeast, Human Complement of",SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,EC 2.7.1.32,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,EC 2.7.1.82,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,EK,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C25920,Choline Kinase Alpha,Ethanolamine Kinase,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C60674,Chromogranin-A Positive Neoplastic Cells Present,CHGA Positive Neoplastic Cells Present,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C60674,Chromogranin-A Positive Neoplastic Cells Present,Chromogranin A Positive Neoplastic Cells Present,DN,FULL_SYN,CTRP,,,Disease_Has_Finding,role,N
C60674,Chromogranin-A Positive Neoplastic Cells Present,Chromogranin A Positive Neoplastic Cells Present,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C60674,Chromogranin-A Positive Neoplastic Cells Present,Chromogranin A Positive Neoplastic Cells Present,,Display_Name,,,,Disease_Has_Finding,role,Y
C60674,Chromogranin-A Positive Neoplastic Cells Present,Chromogranin-A Positive Neoplastic Cells Present,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C60674,Chromogranin-A Positive Neoplastic Cells Present,Chromogranin-A Positive Neoplastic Cells Present,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C60674,Chromogranin-A Positive Neoplastic Cells Present,Chromogranin-A Positive Neoplastic Cells Present,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C138188,Clinical Trials Search-Application Programming Interface Disease Category Terminology,Clinical Trials Search-Application Programming Interface Disease Category Terminology,NAME,Concept_Name,NCIt,,,Concept_In_Subset,association,Y
C138188,Clinical Trials Search-Application Programming Interface Disease Category Terminology,Clinical Trials Search-Application Programming Interface Disease Category Terminology,PT,FULL_SYN,NCI,,,Concept_In_Subset,association,Y
C138188,Clinical Trials Search-Application Programming Interface Disease Category Terminology,Clinical Trials Search-Application Programming Interface Disease Category Terminology,,Preferred_Name,,,,Concept_In_Subset,association,Y
C138188,Clinical Trials Search-Application Programming Interface Disease Category Terminology,CTS-API Disease Category Terminology,SY,FULL_SYN,NCI,,,Concept_In_Subset,association,N
C34128,Cloacal Membrane,Cloacal Membrane,NAME,Concept_Name,NCIt,,,Disease_Has_Primary_Anatomic_Site,role,Y
C34128,Cloacal Membrane,Cloacal Membrane,PT,FULL_SYN,NCI,,,Disease_Has_Primary_Anatomic_Site,role,Y
C34128,Cloacal Membrane,Cloacal Membrane,,Preferred_Name,,,,Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,SY,FULL_SYN,caDSR,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,N
C12382,Colon,COLON,PT,FULL_SYN,CDISC,SDTM-LOC,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,PT,FULL_SYN,CPTAC,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,PT,FULL_SYN,GDC,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,colon,PT,FULL_SYN,NCI-GLOSS,CDR0000046462,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,,Display_Name,,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,,Preferred_Name,,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon,PT,FULL_SYN,PCDC,,OS,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,colon,PT,FULL_SYN,UBERON,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,Colon structure (body structure),PT,FULL_SYN,mCode,71854001,SNOMED CT,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C12382,Colon,"Colon, NOS",SY,FULL_SYN,GDC,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,N
C12382,Colon,large bowel,SY,FULL_SYN,UBERON,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,N
C12382,Colon,"LARGE INTESTINE, COLON",PT,FULL_SYN,CDISC,SEND-SPEC,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C3864,Colon Adenoma,Adenoma of Colon,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C3864,Colon Adenoma,Adenoma of the Colon,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C3864,Colon Adenoma,Colon Adenoma,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Disease,role,Y
C3864,Colon Adenoma,Colon Adenoma,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,Y
C3864,Colon Adenoma,Colon Adenoma,,Preferred_Name,,,,Disease_Has_Associated_Disease,role,Y
C3864,Colon Adenoma,Colonic Adenoma,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C96479,Colon Adenomatous Polyp,Adenomatous Polyp of Colon,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C96479,Colon Adenomatous Polyp,Adenomatous Polyp of the Colon,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C96479,Colon Adenomatous Polyp,Colon Adenomatous Polyp,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Disease,role,Y
C96479,Colon Adenomatous Polyp,Colon Adenomatous Polyp,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,Y
C96479,Colon Adenomatous Polyp,Colon Adenomatous Polyp,,Preferred_Name,,,,Disease_Has_Associated_Disease,role,Y
C96479,Colon Adenomatous Polyp,Colonic Adenomatous Polyp,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C5697,Colon Neuroendocrine Neoplasm,Colon Neuroendocrine Neoplasm,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C5697,Colon Neuroendocrine Neoplasm,Colon Neuroendocrine Neoplasm,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C5697,Colon Neuroendocrine Neoplasm,Colon Neuroendocrine Neoplasm,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C5697,Colon Neuroendocrine Neoplasm,Colonic Neuroendocrine Neoplasm,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C5697,Colon Neuroendocrine Neoplasm,Neuroendocrine Neoplasm of Colon,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C5697,Colon Neuroendocrine Neoplasm,Neuroendocrine Neoplasm of the Colon,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C17514,Colorectal Mutant Cancer Protein,Colorectal Mutant Cancer Protein,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C17514,Colorectal Mutant Cancer Protein,Colorectal Mutant Cancer Protein,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C17514,Colorectal Mutant Cancer Protein,Colorectal Mutant Cancer Protein,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C17514,Colorectal Mutant Cancer Protein,CRCM Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C17514,Colorectal Mutant Cancer Protein,MCC,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C17514,Colorectal Mutant Cancer Protein,MCC Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C17514,Colorectal Mutant Cancer Protein,Protein MCC,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C96152,Colorectal Neuroendocrine Neoplasm,Colorectal Neuroendocrine Neoplasm,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C96152,Colorectal Neuroendocrine Neoplasm,Colorectal Neuroendocrine Neoplasm,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C96152,Colorectal Neuroendocrine Neoplasm,Colorectal Neuroendocrine Neoplasm,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C54189,Colorectal Region,Colorectal Region,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C54189,Colorectal Region,Colorectal Region,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C54189,Colorectal Region,Colorectal Region,,Preferred_Name,,,,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,Y
C36128,Comedo Necrosis,Comedo Change,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C36128,Comedo Necrosis,Comedo Lesion,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C36128,Comedo Necrosis,Comedo Necrosis,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C36128,Comedo Necrosis,Comedo Necrosis,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C36128,Comedo Necrosis,Comedo Necrosis,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C37930,Constipation,Constipation,NAME,Concept_Name,NCIt,,,Disease_May_Have_Finding,role,Y
C37930,Constipation,Constipation,PT,FULL_SYN,CTCAE,E10562,,Disease_May_Have_Finding,role,Y
C37930,Constipation,Constipation,PT,FULL_SYN,FDA,3274,CDRH,Disease_May_Have_Finding,role,Y
C37930,Constipation,constipation,PT,FULL_SYN,NCI-GLOSS,CDR0000407757,,Disease_May_Have_Finding,role,Y
C37930,Constipation,Constipation,PT,FULL_SYN,NCI,,,Disease_May_Have_Finding,role,Y
C37930,Constipation,Constipation,PT,FULL_SYN,NICHD,,,Disease_May_Have_Finding,role,Y
C37930,Constipation,Constipation,,Preferred_Name,,,,Disease_May_Have_Finding,role,Y
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Biallelic Mismatch Repair Deficiency,DN,FULL_SYN,CTRP,,,Disease_May_Have_Associated_Disease,role,N
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Biallelic Mismatch Repair Deficiency Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C130202,Constitutional Mismatch Repair Deficiency Syndrome,BMMRD,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C130202,Constitutional Mismatch Repair Deficiency Syndrome,CMMR-D,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C130202,Constitutional Mismatch Repair Deficiency Syndrome,CMMRD,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional Mis-Match Repair Deficiency Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional Mismatch Repair Deficiency,PT,FULL_SYN,CCPS,,,Disease_May_Have_Associated_Disease,role,Y
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional Mismatch Repair Deficiency Syndrome,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional Mismatch Repair Deficiency Syndrome,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional Mismatch Repair Deficiency Syndrome,,Display_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional Mismatch Repair Deficiency Syndrome,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C130202,Constitutional Mismatch Repair Deficiency Syndrome,Constitutional MMR Deficiency,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C201124,Cribriform Comedo-Type Adenocarcinoma,"Adenocarcinoma, Cribriform Comedo-Type",SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C201124,Cribriform Comedo-Type Adenocarcinoma,Cribriform Comedo-Type Adenocarcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C201124,Cribriform Comedo-Type Adenocarcinoma,Cribriform Comedo-Type Adenocarcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C201124,Cribriform Comedo-Type Adenocarcinoma,Cribriform Comedo-Type Adenocarcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C201124,Cribriform Comedo-Type Adenocarcinoma,Cribriform Comedocarcinoma,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C35920,Cribriform Pattern,Cribiform,PT,FULL_SYN,GDC,,,Disease_Has_Finding,role,Y
C35920,Cribriform Pattern,CRIBRIFORM CHANGE,PT,FULL_SYN,CDISC,,,Disease_Has_Finding,role,Y
C35920,Cribriform Pattern,Cribriform Pattern,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C35920,Cribriform Pattern,Cribriform Pattern,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C35920,Cribriform Pattern,Cribriform Pattern,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C35920,Cribriform Pattern,Pseudoglandular Formation,SY,FULL_SYN,CDISC,,,Disease_Has_Finding,role,N
C2965,Crohn Disease,Crohn Disease,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn Disease,SY,FULL_SYN,caDSR,,,Disease_Has_Associated_Disease,role,N
C2965,Crohn Disease,Crohn Disease,PT,FULL_SYN,Cellosaurus,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn Disease,DN,FULL_SYN,CTRP,,,Disease_Has_Associated_Disease,role,N
C2965,Crohn Disease,Crohn disease,PT,FULL_SYN,NCI-GLOSS,CDR0000045661,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn Disease,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn Disease,,Display_Name,,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn Disease,,Preferred_Name,,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn's Disease,PT,FULL_SYN,CPTAC,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn's Disease,PT,FULL_SYN,GDC,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Crohn's Disease,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C2965,Crohn Disease,Crohn's Disease,PT,FULL_SYN,NICHD,,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,regional enteritis,PT,FULL_SYN,NCI-GLOSS,CDR0000044220,,Disease_Has_Associated_Disease,role,Y
C2965,Crohn Disease,Regional Enteritis,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C17358,DCC Gene,DCC,PT,FULL_SYN,GDC,,,Gene_Associated_With_Disease,role,Y
C17358,DCC Gene,DCC,PT,FULL_SYN,HGNC,HGNC:2701,,Gene_Associated_With_Disease,role,Y
C17358,DCC Gene,DCC,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C17358,DCC Gene,DCC Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C17358,DCC Gene,DCC Gene,SY,FULL_SYN,caDSR,,,Gene_Associated_With_Disease,role,N
C17358,DCC Gene,DCC Gene,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C17358,DCC Gene,DCC Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C17358,DCC Gene,DCC Gene,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C17358,DCC Gene,DCC Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C17358,DCC Gene,Deleted in Colorectal Carcinoma Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,Colorectal Cancer-Related Chromosome Sequence 18,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,CRC18,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,CRCR1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,DCC,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,DCC wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C54427,DCC wt Allele,DCC wt Allele,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,DCC wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C54427,DCC wt Allele,DCC wt Allele,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C54427,DCC wt Allele,DCC wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C54427,DCC wt Allele,Deleted in Colorectal Carcinoma,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,Deleted in Colorectal Carcinoma wt Allele,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,IGDCC1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,"Immunoglobulin Superfamily, DCC Subclass, Member 1 Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,MRMV1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C54427,DCC wt Allele,NTN1R1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C21543,DNA Repair and Recombination Protein RAD54-Like,DNA Repair and Recombination Protein RAD54-Like,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21543,DNA Repair and Recombination Protein RAD54-Like,DNA Repair and Recombination Protein RAD54-Like,DN,FULL_SYN,CTRP,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21543,DNA Repair and Recombination Protein RAD54-Like,DNA Repair and Recombination Protein RAD54-Like,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21543,DNA Repair and Recombination Protein RAD54-Like,DNA Repair and Recombination Protein RAD54-Like,,Display_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21543,DNA Repair and Recombination Protein RAD54-Like,DNA Repair and Recombination Protein RAD54-Like,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
