code,name,active,concept_status,semantic_types,umls_cui,relation_types,relation_groups,definitions,synonym_count,nci_url
C24668,PDGFRL Gene,True,DEFAULT,Gene or Genome,C1335203,Gene_Associated_With_Disease,role,This gene may play a role in the negative regulation of cell growth.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24668
C54395,PDGFRL wt Allele,True,DEFAULT,Gene or Genome,C1709395,Gene_Associated_With_Disease,role,"Human PDGFRL wild-type allele is located within 8p22-p21.3 and is approximately 66 kb in length. This allele, which encodes platelet-derived growth factor receptor-like protein, plays a putative role in the inhibition of cell growth and proliferation. Loss of PDGFRL gene function is associated with several types of cancer including colorectal cancers, hepatocellular carcinomas and non-small cell lung carcinomas.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54395
C24332,PDZK1IP1 Gene,True,DEFAULT,Gene or Genome,C1538615,Gene_Associated_With_Disease,role,This gene plays a role in plasma membrane interactions.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24332
C52371,PDZK1IP1 wt Allele,True,DEFAULT,Gene or Genome,C1705991,Gene_Associated_With_Disease,role,"Human PDZK1IP1 wild-type allele is located within 1p33 and is approximately 7 kb in length. This allele, which encodes PDZK1-interacting protein 1, plays a role in plasma membrane interactions.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52371
C131798,POLD1 Gene Mutation,True,DEFAULT,Cell or Molecular Dysfunction,,Disease_May_Have_Molecular_Abnormality,role,A change in the nucleotide sequence of the POLD1 gene.,13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C131798
C131797,POLE Gene Mutation,True,DEFAULT,Cell or Molecular Dysfunction,,Disease_May_Have_Molecular_Abnormality,role,A change in the nucleotide sequence of the POLE gene.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C131797
C24706,PTPN12 Gene,True,DEFAULT,Gene or Genome,C1368803,Gene_Associated_With_Disease,role,This gene plays a role in the regulation of cell shape and mobility.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24706
C49520,PTPN12 wt Allele,True,DEFAULT,Gene or Genome,C1705342,Gene_Associated_With_Disease,role,"Human PTPN12 wild-type allele is located in the vicinity of 7q11.23 and is approximately 103 kb in length. This allele, which encodes tyrosine-protein phosphatase non-receptor type 12 protein, plays a role in the dephosphorylation of protein-tyrosine phosphates. Defects in the PTPN12 gene are associated with colon cancer.",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49520
C24714,PTPRJ Gene,True,DEFAULT,Gene or Genome,C1335288,Gene_Associated_With_Disease,role,This gene plays a role in the negative regulation of T cell receptor signaling.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24714
C49537,PTPRJ wt Allele,True,DEFAULT,Gene or Genome,C1704792,Gene_Associated_With_Disease,role,"Human PTPRJ wild-type allele is located in the vicinity of 11p11.2 and is approximately 188 kb in length. This allele, which encodes receptor-type tyrosine-protein phosphatase eta protein, is involved in the dephosphorylation of protein-tyrosine phosphates. Defects in the PTPRJ gene are associated with several types of cancer such as breast, colon and lung cancers.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49537
C35911,Papillary Growth Pattern,True,DEFAULT,Finding,C1335326,Disease_Excludes_Finding,role,A morphologic finding indicating the presence of a cellular infiltrate with papillary growth in a tissue sample.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35911
C132009,Pediatric Hematology-Oncology Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,"Terminology developed by a collaborative effort of the National Cancer Institute's Enterprise Vocabulary Services, the National Institute of Child Health and Human Development, and an international group of clinicians and informaticists to support the reporting of events observed in clinical care and research in children and adolescents seen by experts in blood disorders and cancer.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C132009
C30165,Platelet-Derived Growth Factor Receptor-Like Protein,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1335431,Gene_Product_Malfunction_Associated_With_Disease,role,"Platelet-derived growth factor receptor-like protein (375 aa, ~42 kDa) is encoded by the human PDGFRL gene. This protein may be involved in signaling and tumor suppression.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C30165
C36850,Polygonal Adenocarcinoma Cell with Eosinophilic Cytoplasm,True,DEFAULT,Cell,C1514201,Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36850
C222055,Polymerase Proofreading-Associated Polyposis,True,DEFAULT,Disease or Syndrome,,Disease_May_Have_Associated_Disease,role,"An autosomal dominant inherited neoplastic syndrome caused by germline mutations in the DNA polymerase proofreading genes POLE or POLD1. It is characterized by the presence of multiple colorectal adenomatous polyps and is associated with an increased risk of developing colorectal cancer, endometrial cancer, and less often gastric cancer, duodenal cancer, pancreatic cancer, breast cancer, and ovarian cancer.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C222055
C3340,Polyp,True,DEFAULT,Disease or Syndrome,C0032584,Disease_Has_Associated_Disease,role,"A growth that protrudes from a mucous membrane. | A usually exophytic mass attached to the underlying tissue by a broad base or a thin stalk.  Polyps can be neoplastic or non-neoplastic.  Neoplastic polyps usually represent proliferations of the epithelium, and are commonly seen in the gastrointestinal tract.  Polyps of the gastrointestinal tract are often called adenomas, are associated with dysplasia, and may eventually transform into carcinomas.  Non-neoplastic polyps may be inflammatory, degenerative, or the result of malformations.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3340
C95744,Poorly Cohesive Malignant Cellular Infiltrate,True,DEFAULT,Finding,C2987394,Disease_Has_Finding,role,A morphologic finding indicating the presence of a malignant cellular infiltrate characterized by the presence of individual cells and/or tiny cellular aggregates.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C95744
C210979,Poorly Differentiated Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,An invasive adenocarcinoma characterized by the presence of poorly differentiated histopathological features.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C210979
C36132,Poorly Differentiated Lesion,True,DEFAULT,Finding,C1335443,Disease_Has_Finding,role,"A lesion comprised of neoplastic cells that generally have lost most of the morphological features that are indicative of normal cells. | Of, or pertaining to, a lesion or cells that have little to no characteristics of the normal origin tissue.",3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36132
C155863,Poorly Differentiated Neuroendocrine Lesion,True,DEFAULT,Finding,,Disease_Has_Finding,role,A neoplastic lesion with neuroendocrine differentiation and poorly differentiated histological features.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155863
C42624,Premalignant Lesion,True,DEFAULT,Finding,C0850639,Disease_Excludes_Finding,role,A lesion characterized by the proliferation of atypical or dysplastic cells without evidence of stromal invasion.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C42624
C40558,Primary Lesion,True,DEFAULT,Finding,C1402294,Disease_Has_Finding,role,"A term that refers to a pathologic process in its original anatomic site of growth. | The identification of a tumor, lesion, or site of disease that is present at the site of origin.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C40558
C202631,Proximal Colon,True,DEFAULT,"Body Part, Organ, or Organ Component",,Disease_Has_Primary_Anatomic_Site,role,"The part of colon that includes the cecum, ascending colon, and hepatic flexure.",2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C202631
C155979,Questionable Invasive Lesion,True,DEFAULT,Finding,,Disease_Excludes_Finding,role,"A neoplastic lesion in which the adjacent tissues, surrounding capsule, or vessels may or may not be invaded by neoplastic cells.",2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155979
C24717,RAD54B Gene,True,DEFAULT,Gene or Genome,C1424839,Gene_Associated_With_Disease,role,This gene plays a role in DNA repair and mitotic/meiotic recombination.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24717
C49408,RAD54B wt Allele,True,DEFAULT,Gene or Genome,C1709800,Gene_Associated_With_Disease,role,"Human RAD54B wild-type allele is located within 8q21.3-q22 and is approximately 103 kb in length. This allele, which encodes DNA repair and recombination protein RAD54B, plays a role in both mitotic recombination and DNA repair. Certain allelic variants of the RAD54B gene are associated with several types of cancer such as colon cancer and primary lymphoma.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49408
C20809,RAD54L Gene,True,DEFAULT,Gene or Genome,C1419244,Gene_Associated_With_Disease,role,This gene plays a role in the homologous recombination of double-strand DNA breaks.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20809
C51006,RAD54L wt Allele,True,DEFAULT,Gene or Genome,C1709801,Gene_Associated_With_Disease,role,"Human RAD54L wild-type allele is located within 1p32 and is approximately 31 kb in length. This allele, which encodes DNA repair and recombination protein RAD54-like protein, is involved in the homologous recombination related repair of DNA double-strand breaks.",15,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51006
C42094,Rare Lesion,True,DEFAULT,Finding,C1514725,Disease_Has_Finding,role,A lesion that is uncommonly seen.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C42094
C96480,Rectal Adenomatous Polyp,True,DEFAULT,Neoplastic Process,C3272806,Disease_Has_Associated_Disease,role,"A polypoid adenoma that arises from, and protrudes into the lumen of, the rectum.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96480
C27054,Rectal Hemorrhage,True,DEFAULT,Finding,C0267596,Disease_May_Have_Finding,role,A disorder characterized by bleeding from the rectal wall and discharged from the anus. | Bleeding originating from the rectal wall and discharged from the anus.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27054
C5698,Rectal Neuroendocrine Neoplasm,True,DEFAULT,Neoplastic Process,C1335686,is_parent_of,hierarchy,A neoplasm with neuroendocrine differentiation that arises from the rectum. It includes neuroendocrine tumors (well-differentiated neuroendocrine neoplasms) and neuroendocrine carcinomas (poorly differentiated neuroendocrine neoplasms).,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5698
C54188,Rectosigmoid Region,True,DEFAULT,Anatomical Structure,C1709868,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,An anatomical junction that is between the sigmoid colon and rectum. | The area where the sigmoid colon joins the rectum.,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54188
C12390,Rectum,True,DEFAULT,"Body Part, Organ, or Organ Component",C0034896,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,"The last several inches of the large intestine closest to the anus. | The terminal portion of the gastrointestinal tract, extending from the rectosigmoid junction to the anal canal. | The terminal portion of the intestinal tube, terminating with the anus. | The terminal portion of the large intestine extending from the terminus of the colon to the anus or anal canal.",14,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12390
C159565,Recurrent Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,An adenocarcinoma that has recurred after a period of remission.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C159565
C7622,Recurrent Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,C1335702,is_parent_of,hierarchy,The reemergence of carcinoma in any part of the digestive system after a period of remission.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7622
C38155,Recurrent Disease,True,DEFAULT,Finding,C0277556,Disease_Has_Finding,role,The return of a disease after a period of remission. | The return of a disease or the signs and symptoms of a disease after a period of improvement.,27,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38155
C153577,Recurrent Paget Disease of the Anal Canal,True,DEFAULT,Neoplastic Process,,Disease_May_Have_Associated_Disease,role,The reemergence of Paget disease of the anal canal after a period of remission.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153577
C214784,Recurrent Unresectable Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A carcinoma that has reemerged after a period of remission and is not amenable to surgical resection.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C214784
C159563,Refractory Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,An adenocarcinoma that does not respond to treatment.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C159563
C151906,Refractory Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A carcinoma hat arises from any part of the digestive system and is resistant to treatment.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C151906
C39752,Refractory Disease,True,DEFAULT,Finding,C1514815,Disease_Has_Finding,role,A disease that is not responsive to treatment. | A disease that resists treatment.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C39752
C151904,Refractory Metastatic Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A digestive system carcinoma that has metastasized to another anatomic site and is resistant to treatment.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C151904
C171605,Refractory Squamous Cell Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,Squamous cell carcinoma that is resistant to treatment.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C171605
C210620,Resectable Digestive System Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A digestive system adenocarcinoma that is amenable to surgical resection.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C210620
C156909,Resectable Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A digestive system carcinoma that is amenable to surgical resection.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156909
C36166,Resectable Mass,True,DEFAULT,Finding,C1335759,Disease_Has_Finding,role,A mass that is amenable to surgical resection.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36166
C12779,Respiratory System,True,DEFAULT,Body System,C0035237,Disease_Has_Associated_Anatomic_Site,role,"Functional system which consists of structures involved in respiration. | The organs and anatomic structures involved in inspiration and expiration of air and the exchange of carbon dioxide and oxygen. | The organs involved in the exchange of carbon dioxide and oxygen including the trachea, bronchi, and lung parenchyma. | The organs that are involved in breathing. These include the nose, throat, larynx, trachea, bronchi, and lungs.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12779
C21508,Rho GTPase-Activating Protein 7,True,DEFAULT,"Amino Acid, Peptide, or Protein",C0675121,Gene_Product_Malfunction_Associated_With_Disease,role,"Rho GTPase-activating protein 7 (1528 aa, ~171 kDa) is encoded by the human DLC1 gene. This protein is involved in the mediation of both signal transduction and cytoskeletal rearrangement.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21508
C24566,SMAD2 Gene,True,DEFAULT,Gene or Genome,C1334468,Gene_Associated_With_Disease,role,This gene plays a role in signal transduction and repression of transcription.,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24566
C52819,SMAD2 wt Allele,True,DEFAULT,Gene or Genome,C1705836,Gene_Associated_With_Disease,role,"Human SMAD2 wild-type allele is located in the vicinity of 18q21.1 and is approximately 93 kb in length. This allele, which encodes mothers against decapentaplegic homolog 2 protein, plays a role in the potentiation of transforming growth factor-beta signaling; and thus, regulates cellular proliferation, apoptosis, and differentiation.",10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52819
C27004,Sarcomatoid Carcinoma,True,DEFAULT,Neoplastic Process,C0205697,is_parent_of,hierarchy,A malignant epithelial neoplasm characterized by the presence of spindle cells and anaplastic morphologic features.  Giant cells and a sarcomatous component may also be present. | A malignant epithelial neoplasm characterized by the presence of spindle cells. | A type of cancer that begins in the skin or in tissues that line or cover internal organs and that contains long spindle-shaped cells.,13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27004
C54727,Sarcomatous Component Present,True,DEFAULT,Finding,C1882976,Disease_Excludes_Finding,role,"A histopathologic finding characterized by the presence of malignant cells of connective tissue origin in a tumor sample.  Examples of connective tissue cells that can undergo malignant transformation include smooth and skeletal muscle cells, adipose tissue cells, osteocytes, and chondrocytes.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54727
C41444,Secondary Lesion,True,DEFAULT,Finding,C1519215,Disease_Has_Finding,role,A lesion that develops in an organ or tissue as a complication of another existing condition.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C41444
C37115,Serous Adenocarcinoma Cell,True,DEFAULT,Cell,C1519262,Disease_Excludes_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37115
C42599,Serrated Glandular Architecture,True,DEFAULT,Finding,C1710057,Disease_Has_Finding,role,The common saw-tooth architectural pattern observed within hyperplastic polyps.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C42599
C8329,Severe Cytologic Atypia,True,DEFAULT,Finding,C0333868,Disease_Has_Finding,role,A finding indicating the presence of abnormal cells with severe architectural changes.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8329
C8364,Severe Dysplasia,True,DEFAULT,Finding,C0334048,Disease_Has_Finding,role,A morphologic finding indicating the presence of severe cellular atypia associated with severe architectural changes in a tissue sample.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8364
C12384,Sigmoid Colon,True,DEFAULT,"Body Part, Organ, or Organ Component",C0227391,Disease_Has_Primary_Anatomic_Site,role,"The S-shaped section of the colon that connects to the rectum. | The part of the large intestine that is closest to the rectum and anus. It forms a loop that averages about 40 cm. in length, and normally lies within the pelvis, but on account of its freedom of movement it is liable to be displaced into the abdominal cavity. | The portion of the colon that connects to the descending colon above and the rectum below. | The portion of the colon that connects to the descending colon above and the rectum below. (NCI)",10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12384
C36777,Signet Ring Adenocarcinoma Cell,True,DEFAULT,Cell,C1522040,Disease_Has_Abnormal_Cell,role,"A malignant glandular cell containing cytoplasmic mucin. The presence of mucin pushes the nucleus of the cell to the periphery, assuming a configuration resembling a signet ring.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36777
C3774,Signet Ring Cell Adenocarcinoma,True,DEFAULT,Neoplastic Process,C0206696,is_parent_of,hierarchy,"A highly malignant type of cancer typically found in glandular cells that line the digestive organs. The cells resemble signet rings when examined under a microscope. | A usually aggressive, poorly differentiated invasive adenocarcinoma characterized by the presence of malignant glandular cells in which the nucleus is pressed to one side by the presence of intracytoplasmic mucus. It may arise from the stomach, small and large intestine, ampulla of Vater, appendix, gallbladder, pancreas, lung, bladder, breast, and prostate gland.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3774
C9292,Solid Neoplasm,True,DEFAULT,Neoplastic Process,C0280100,Neoplasm_Has_Special_Category,association,"A benign or malignant neoplasm arising from tissues that do not include fluid areas.  Representative examples include epithelial neoplasms (e.g. lung carcinoma, prostate carcinoma, breast carcinoma, colon carcinoma), and neoplasms arising from the soft tissues and bones (e.g. leiomyosarcoma, liposarcoma, chondrosarcoma, osteosarcoma).  Neoplasms originating from the blood or bone marrow (leukemias and myeloproliferative disorders) are not considered solid tumors. | Abnormal mass of tissue that usually does not contain cysts or liquid areas. Solid tumors may be benign (not cancerous), or malignant (cancerous). Different types of solid tumors are named for the type of cells that form them. If tumors are associated with those under the term cancer, these terms should be used. | An abnormal mass of tissue that usually does not contain cysts or liquid areas. Solid tumors may be benign (not cancer), or malignant (cancer). Different types of solid tumors are named for the type of cells that form them. Examples of solid tumors are sarcomas, carcinomas, and lymphomas. Leukemias (cancers of the blood) generally do not form solid tumors.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9292
C2929,Squamous Cell Carcinoma,True,DEFAULT,Neoplastic Process,C3151392,is_parent_of,hierarchy,"A carcinoma arising from squamous epithelial cells.  Morphologically, it is characterized by the proliferation of atypical, often pleomorphic squamous cells.  Squamous cell carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated.  Well differentiated carcinomas are usually associated with keratin production and the presence of intercellular bridges between adjacent cells.  Representative examples are lung squamous cell carcinoma, skin squamous cell carcinoma, and cervical squamous cell carcinoma. | A malignant neoplasm arising from squamous epithelial cells. | Cancer that begins in squamous cells, which are thin, flat cells that look like fish scales. Squamous cells are found in the tissue that forms the surface of the skin, the lining of the hollow organs of the body, and the passages of the respiratory and digestive tracts.",35,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C2929
C38770,Squamous Differentiation,True,DEFAULT,Finding,C1519494,Disease_Excludes_Finding,role,A microscopic finding indicating the presence of cells with squamous differentiation in a tumor sample.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38770
C28051,Stage 0,True,DEFAULT,Clinical Attribute,C0441763,Disease_Is_Stage,role,Cancer confined to the epithelium without invasion of the basement membrane.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28051
C27966,Stage I,True,DEFAULT,Clinical Attribute,C0441766,Disease_Is_Stage,role,Invasive cancer confined to the original anatomic site of growth without lymph node involvement.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27966
C28054,Stage II,True,DEFAULT,Clinical Attribute,C0441767,Disease_Is_Stage,role,"Invasive cancer more extensive than stage I, usually involving local lymph nodes without spread to distant anatomic sites.",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28054
C27967,Stage IIA,True,DEFAULT,Clinical Attribute,C0441768,Disease_Is_Stage,role,"Invasive cancer more extensive than stage I, without spread to distant anatomic sites. The definition of stage IIA depends on the particular type of cancer that it refers to; for example, for colorectal cancer stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27967
C27968,Stage IIB,True,DEFAULT,Clinical Attribute,C0441769,Disease_Is_Stage,role,"Invasive cancer more extensive than stage I without spread to distant anatomic sites. The definition of stage IIB depends on the particular type of cancer that it refers to; for example, for colorectal cancer, stage IIB includes: T4a, N0, M0. T4a: Tumor invades through the visceral peritoneum (including gross perforation of the bowel through tumor and continuous invasion of tumor through areas of inflammation to the surface of the visceral peritoneum). N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27968
C27969,Stage IIC,True,DEFAULT,Clinical Attribute,C0441770,Disease_Is_Stage,role,A cancer stage generally indicating the invasion of adjacent structures by cancer without distant metastases.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27969
C27970,Stage III,True,DEFAULT,Clinical Attribute,C0441771,Disease_Is_Stage,role,Locally advanced cancer that has spread to nearby organs but not to distant anatomic sites.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27970
C27977,Stage IIIA,True,DEFAULT,Clinical Attribute,C0456598,Disease_Is_Stage,role,"Locally advanced cancer that has spread to nearby organs but not to distant anatomic sites. The definition of stage IIIA depends on the particular type of cancer that it refers to; for example, for bladder cancer, stage IIIA includes: (T3a, T3b, T4a, N0, M0); (T1-T4a, N1, M0). T1: Tumor invades lamina propria (subepithelial connective tissue). T2: Tumor invades muscularis propria. T3: Tumor invades perivesical soft tissue. T3a: Tumor invades perivesical soft tissue, microscopically. T3b: Tumor invades perivesical soft tissue, macroscopically (extravesical mass). T4a: Extravesical tumor invades directly into prostatic stroma, uterus, vagina. N0: No regional lymph node metastasis. N1: Single regional lymph node metastasis in the true pelvis (perivesical, obturator, internal and external iliac, or sacral lymph node). M0: No distant metastasis. (AJCC 8th ed.)",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27977
