id,label,node_kind,in_colorectal_tree,category,research_axis,semantic_types,depth_from_root,active,concept_status,umls_cui,icd_o_3_code,definition,aliases,alias_count,nci_url
C212100,Resectable Colorectal Adenocarcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,Colorectal adenocarcinoma that is amenable to surgical resection.,Resectable Colorectal Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C212100
C162257,Resectable Colorectal Carcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,1,True,DEFAULT,,,Colorectal carcinoma that is amenable to surgical resection.,Resectable Colorectal Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162257
C162116,Unresectable Colon Adenocarcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,A colon adenocarcinoma that is not amenable to surgical resection.,Unresectable Colon Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162116
C180406,Unresectable Colon Carcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,A colon carcinoma that is not amenable to surgical resection.,Unresectable Colon Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C180406
C171585,Unresectable Colorectal Adenocarcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,A colorectal adenocarcinoma that is not amenable to surgical resection.,Unresectable Colorectal Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C171585
C162600,Unresectable Colorectal Carcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,1,True,DEFAULT,,,A colorectal carcinoma that is not amenable to surgical resection.,Unresectable Colorectal Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162600
C192839,Unresectable Microsatellite Stable Colorectal Carcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,A microsatellite stable colorectal carcinoma that is not amenable to surgical resection.,Unresectable Microsatellite Stable Colorectal Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C192839
C162117,Unresectable Rectal Adenocarcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,A rectal adenocarcinoma that is not amenable to surgical resection.,Unresectable Rectal Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162117
C211964,Unresectable Rectal Carcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,A rectal carcinoma that is not amenable to surgical resection.,Unresectable Rectal Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C211964
C222321,Unresectable Rectal Squamous Cell Carcinoma,Concept,Y,Clinical Course,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,A rectal squamous cell carcinoma that is not amenable to surgical resection.,Unresectable Rectal Squamous Cell Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C222321
C3491,Cecum Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,3,True,DEFAULT,C0149640,,A malignant epithelial neoplasm that arises from the cecum and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas.,Carcinoma of Cecum|Carcinoma of the Cecum|Cecal Cancer|Cecal Carcinoma|Cecum Cancer|Cecum Carcinoma,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3491
C118808,Childhood Colorectal Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,1,True,DEFAULT,C3899669,,A colorectal carcinoma occurring during childhood. | A rare colorectal carcinoma that occurs during childhood.,Childhood Colorectal Carcinoma|Colorectal (Colon or Rectal) Cancer,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C118808
C118823,Childhood Rectal Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,2,True,DEFAULT,C3899643,,A rare carcinoma of the rectum that occurs during childhood.,Childhood Rectal Carcinoma|Rectal Cancer,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C118823
C4910,Colon Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,1,True,DEFAULT,C0699790,,A malignant epithelial neoplasm that arises from the colon and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas. | Cancer that forms in the tissues of the colon (the longest part of the large intestine). Most colon cancers are adenocarcinomas (cancers that begin in cells that make and release mucus and other fluids).,Carcinoma of Colon|Carcinoma of the Colon|Colon Cancer|colon cancer|Colon Carcinoma|Colonic Carcinoma,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4910
C60641,Colon Medullary Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,3,True,DEFAULT,C1880119,,"A colon adenocarcinoma characterized by the presence of sheets of malignant epithelial cells with vesicular nuclei, prominent nucleoli, and abundant eosinophilic cytoplasm. It usually has a favorable prognosis.",Colon Medullary Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60641
C43590,Colorectal Medullary Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,2,True,DEFAULT,C1707438,,"A colorectal adenocarcinoma characterized by the presence of sheets of malignant epithelial cells with vesicular nuclei, prominent nucleoli, and abundant eosinophilic cytoplasm. It usually has a favorable prognosis.",Colorectal Medullary Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43590
C202634,Distal Colon Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,2,True,DEFAULT,,,"A colon carcinoma that arises from the splenic flexure, descending colon, or sigmoid colon.",Distal Colon Cancer|Distal Colon Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C202634
C164228,Hereditary Colon Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,2,True,DEFAULT,,,Colon carcinoma that has developed in relatives of patients with a history of colon carcinoma.,Hereditary Colon Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C164228
C202633,Proximal Colon Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,2,True,DEFAULT,,,"A colon carcinoma that arises from cecum, ascending colon, or hepatic flexure.",Proximal Colon Cancer|Proximal Colon Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C202633
C9382,Rectal Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,1,True,DEFAULT,C0007113,,A malignant epithelial neoplasm that arises from the rectum. The vast majority are adenocarcinomas. | Cancer that forms in the tissues of the rectum (the last several inches of the large intestine closest to the anus).,Cancer of Rectum|Cancer of the Rectum|Carcinoma of Rectum|Carcinoma of the Rectum|Rectal Cancer|rectal cancer|Rectal Carcinoma|Rectum Cancer,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9382
C5555,Rectal Cloacogenic Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,3,True,DEFAULT,C1333074,,A carcinoma that arises from the transitional zone at the junction of the rectum and anus.,Cloacogenic Carcinoma of Rectum|Cloacogenic Carcinoma of the Rectum|Rectal Cloacogenic Carcinoma|Rectal Transition Zone Carcinoma|Rectal Transitional Zone Carcinoma|Transition Zone Carcinoma of Rectum|Transition Zone Carcinoma of the Rectum|Transitional Zone Carcinoma of Rectum|Transitional Zone Carcinoma of the Rectum,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5555
C60640,Rectal Medullary Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,3,True,DEFAULT,C1882915,,"A rectal adenocarcinoma characterized by the presence of sheets of malignant epithelial cells with vesicular nuclei, prominent nucleoli, and abundant eosinophilic cytoplasm. It usually has a favorable prognosis.",Rectal Medullary Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60640
C7421,Rectosigmoid Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,1,True,DEFAULT,C1327709,,A malignant epithelial neoplasm that arises from the rectosigmoid junction. The vast majority are adenocarcinomas.,Rectosigmoid Cancer|Rectosigmoid Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7421
C177680,Sigmoid Colon Carcinoma,Concept,Y,Disease Concept,Disease taxonomy,Neoplastic Process,3,True,DEFAULT,C0751498,,A carcinoma that arises from the sigmoid colon.,Sigmoid Colon Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177680
C213378,Adenocarcinoma in Colon Adenomatous Polyp,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,,,An adenocarcinoma that arises from an adenomatous polyp in the colon.,Adenocarcinoma in Colon Adenomatous Polyp|Adenocarcinoma in Colonic Adenomatous Polyp,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213378
C213379,Adenocarcinoma in Rectal Adenomatous Polyp,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,,,An adenocarcinoma that arises from an adenomatous polyp in the rectum.,Adenocarcinoma in Rectal Adenomatous Polyp,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213379
C27413,Adenoma of the Colon with Intramucosal Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,4,True,DEFAULT,C1332168,,An intramucosal malignant glandular epithelial infiltrate in a colonic adenoma. There is no evidence of submucosal invasion.,Adenoma of Colon with Intramucosal Adenocarcinoma|Adenoma of the Colon with Intramucosal Adenocarcinoma|Colonic Adenoma with Intramucosal Adenocarcinoma,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27413
C5543,Cecum Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1332866,,"An adenocarcinoma arising from the cecum. It is more frequently seen in populations with a Western type diet and in patients with a history of chronic inflammatory bowel disease. Histologic variants include mucinous adenocarcinoma, signet ring cell carcinoma, medullary carcinoma, serrated adenocarcinoma, cribriform comedo-type adenocarcinoma, and micropapillary adenocarcinoma.",Adenocarcinoma of Cecum|Adenocarcinoma of the Cecum|Cecal Adenocarcinoma|Cecum Adenocarcinoma,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5543
C4594,Cecum Carcinoma In Situ,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,4,True,DEFAULT,C0347126,,An intraepithelial carcinoma arising from the cecum without evidence of invasion.,Carcinoma In Situ of Cecum|Carcinoma In Situ of the Cecum|Cecum Carcinoma In Situ,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4594
C4349,Colon Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C0338106,,"An adenocarcinoma arising from the colon. It is more frequently seen in populations with a Western type diet and in patients with a history of chronic inflammatory bowel disease. Signs and symptoms include intestinal bleeding, anemia, and change in bowel habits. According to the degree of cellular differentiation, colonic adenocarcinomas are divided into well, moderately, and poorly differentiated. Histologic variants include mucinous adenocarcinoma, signet ring cell carcinoma, medullary carcinoma, serrated adenocarcinoma, cribriform comedo-type adenocarcinoma, and micropapillary adenocarcinoma.",Adenocarcinoma - colon|Adenocarcinoma of Colon|Adenocarcinoma of the colon|Adenocarcinoma of the Colon|Colon Adenocarcinoma|Colonic Adenocarcinoma,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4349
C5491,Colon Adenosquamous Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C1333082,,"An unusual colon carcinoma characterized by the presence of glandular and squamous carcinomatous components. The two carcinomatous components may be admixed within the tumor, or the two may appear separately in different areas.",Adenosquamous Carcinoma of Colon|Adenosquamous Carcinoma of the Colon|Adenosquamous Colon Carcinoma|Colon Adenosquamous Cancer|Colon Adenosquamous Carcinoma|Colonic Adenosquamous Carcinoma,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5491
C226294,Colon Carcinoma In Situ,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,,,An intraepithelial carcinoma arising from the colon without evidence of invasion.,Carcinoma in situ of colon|Colon Carcinoma In Situ,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226294
C96489,Colon Cribriform Comedo-Type Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C3272813,,"A rare, invasive colon adenocarcinoma characterized by the presence of malignant cribriform glands with central necrotic changes.",Colon Cribriform Comedo-Type Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96489
C213480,Colon Hepatoid Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,,,A rare and aggressive extrahepatic carcinoma that morphologically and immunophenotypically resembles hepatocellular carcinoma and arises from the colon.,Colon Hepatoid Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213480
C45429,Colon Intramucosal Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1707434,,An adenocarcinoma that arises from the colonic glandular epithelium and invades the lamina propria or muscularis mucosa but not the submucosa.,Colon Intramucosal Adenocarcinoma|Colon Intramucosal Neoplasia,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C45429
C170977,Colon Large Cell Neuroendocrine Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,,,An aggressive high-grade carcinoma with neuroendocrine differentiation that arises from the colon and is composed of malignant large cells. The mitotic count is more than 20 per 2 mm2 and/or the Ki-67 index is more than 20%.,Colon Large Cell Neuroendocrine Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C170977
C96492,Colon Micropapillary Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C3272816,,"A rare, invasive colon adenocarcinoma characterized by the presence of clusters of malignant glandular cells within stromal spaces.",Colon Micropapillary Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96492
C9453,Colon Moderately Differentiated Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1333859,,A colon adenocarcinoma characterized by the presence of a malignant cellular infiltrate with 50-95% glandular formation.,Colon Moderately Differentiated Adenocarcinoma|Grade 2 Colon Adenocarcinoma|Grade II Colon Adenocarcinoma|Moderately Differentiated Colon Adenocarcinoma,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9453
C7966,Colon Mucinous Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C0279639,,An invasive adenocarcinoma of the colon characterized by the presence of pools of extracellular mucin. Malignant glandular epithelial cells are present in the mucin collections. Mucin constitutes more than 50% of the lesion.,Colloid Adenocarcinoma of Colon|Colloid Adenocarcinoma of the Colon|Colloid Colon Adenocarcinoma|Colloidal Adenocarcinoma of Colon|Colloidal Adenocarcinoma of the Colon|Colloidal Colon Adenocarcinoma|Colon Colloid Adenocarcinoma|Colon Colloidal Adenocarcinoma|Colon Mucinous Adenocarcinoma|Colonic Colloid Adenocarcinoma|Colonic Colloidal Adenocarcinoma|Colonic Mucinous Adenocarcinoma|Mucinous Adenocarcinoma of Colon|Mucinous Adenocarcinoma of the Colon|Mucinous Colon Adenocarcinoma,15,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7966
C203384,Colon Neuroendocrine Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,,,An aggressive high-grade carcinoma with neuroendocrine differentiation that arises from the colon. It is composed of malignant small or large cells. The mitotic count is more than 20 per 2 mm2 and/or the Ki-67 index is more than 20%.,Colon NEC|Colon Neuroendocrine Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C203384
