id,label,node_kind,in_colorectal_tree,category,research_axis,semantic_types,depth_from_root,active,concept_status,umls_cui,icd_o_3_code,definition,aliases,alias_count,nci_url
C9383,Rectal Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C0149978,,"An adenocarcinoma arising from the rectum. It is more frequently seen in populations with a Western type diet and in patients with a history of chronic inflammatory bowel disease. Signs and symptoms include intestinal bleeding, anemia, and change in bowel habits. According to the degree of cellular differentiation, rectal adenocarcinomas are divided into well, moderately, and poorly differentiated. Histologic variants include mucinous adenocarcinoma, signet ring cell carcinoma, medullary carcinoma, serrated adenocarcinoma, cribriform comedo-type adenocarcinoma, and micropapillary adenocarcinoma.",Adenocarcinoma - rectum|Adenocarcinoma of Rectum|Adenocarcinoma of the rectum|Adenocarcinoma of the Rectum|Rectal Adenocarcinoma,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9383
C43594,Rectal Adenosquamous Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C1709865,,"An unusual rectal carcinoma characterized by the presence of glandular and squamous carcinomatous components. The two carcinomatous components may be admixed within the tumor, or the two may appear separately in different areas.",Rectal Adenosquamous Cancer|Rectal Adenosquamous Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43594
C226295,Rectal Carcinoma In Situ,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,,,An intraepithelial carcinoma arising from the rectum without evidence of invasion.,Carcinoma in situ of rectum|Rectal Carcinoma In Situ,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226295
C96490,Rectal Cribriform Comedo-Type Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C3272814,,"A rare, invasive rectal adenocarcinoma characterized by the presence of malignant cribriform glands with central necrotic changes.",Rectal Cribriform Comedo-Type Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96490
C213481,Rectal Hepatoid Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,,,A rare and aggressive extrahepatic carcinoma that morphologically and immunophenotypically resembles hepatocellular carcinoma and arises from the rectum.,Rectal Hepatoid Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213481
C176697,Rectal Large Cell Neuroendocrine Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,,,An aggressive high-grade carcinoma with neuroendocrine differentiation that arises from the rectum and is composed of malignant large cells. The mitotic count is more than 20 per 2 mm2 and/or the Ki-67 index is more than 20%.,Rectal Large Cell Neuroendocrine Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C176697
C96493,Rectal Micropapillary Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C3272817,,"A rare, invasive rectal adenocarcinoma characterized by the presence of clusters of malignant glandular cells within stromal spaces.",Rectal Micropapillary Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96493
C9450,Rectal Moderately Differentiated Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1333865,,A rectal adenocarcinoma characterized by the presence of a malignant cellular infiltrate with 50-95% glandular formation.,Grade 2 Rectal Adenocarcinoma|Grade II Rectal Adenocarcinoma|Moderately Differentiated Rectal Adenocarcinoma|Rectal Moderately Differentiated Adenocarcinoma,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9450
C7973,Rectal Mucinous Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C0279652,,An invasive adenocarcinoma of the rectum characterized by the presence of pools of extracellular mucin. Malignant glandular epithelial cells are present in the mucin collections. Mucin constitutes more than 50% of the lesion.,Colloid Adenocarcinoma of Rectum|Colloid Adenocarcinoma of the Rectum|Colloidal Adenocarcinoma of Rectum|Colloidal Adenocarcinoma of the Rectum|Mucinous Adenocarcinoma of Rectum|Mucinous Adenocarcinoma of the Rectum|Rectal Colloid Adenocarcinoma|Rectal Colloidal Adenocarcinoma|Rectal Mucinous Adenocarcinoma,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7973
C203385,Rectal Neuroendocrine Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,,,An aggressive high-grade carcinoma with neuroendocrine differentiation that arises from the rectum. It is composed of malignant small or large cells. The mitotic count is more than 20 per 2 mm2 and/or the Ki-67 index is more than 20%.,Rectal NEC|Rectal Neuroendocrine Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C203385
C9449,Rectal Poorly Differentiated Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1333858,,A rectal adenocarcinoma characterized by the presence of a malignant cellular infiltrate with less than 50% glandular formation.,Grade 3 Rectal Adenocarcinoma|Grade III Rectal Adenocarcinoma|Poorly Differentiated Rectal Adenocarcinoma|Rectal Poorly Differentiated Adenocarcinoma,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9449
C5556,Rectal Sarcomatoid Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C1335689,,A biphasic rectal carcinoma with a spindle cell sarcomatoid component.,Rectal Sarcomatoid Cancer|Rectal Sarcomatoid Carcinoma|Rectal Spindle Cell Carcinoma|Sarcomatoid Carcinoma of Rectum|Sarcomatoid Carcinoma of the Rectum,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5556
C96487,Rectal Serrated Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C3272811,,"A rare, invasive rectal adenocarcinoma characterized by the presence of a malignant infiltrate with serrated glandular architecture.",Rectal Serrated Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96487
C9168,Rectal Signet Ring Cell Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C0279654,,An infiltrating adenocarcinoma arising from the rectum. It is characterized by the presence of malignant glandular cells with prominent intracytoplasmic mucin. These cells constitute more than 50% of the malignant cellular population.,Rectal Signet Ring Cell Adenocarcinoma|Rectal Signet-Ring Cell Adenocarcinoma|Signet Ring Adenocarcinoma of Rectum|Signet Ring Adenocarcinoma of the Rectum|Signet Ring Cell Adenocarcinoma of Rectum|Signet Ring Cell Adenocarcinoma of the Rectum,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9168
C60639,Rectal Small Cell Neuroendocrine Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1882916,,An aggressive high-grade carcinoma with neuroendocrine differentiation that arises from the rectum and is composed of malignant small cells. The mitotic count is more than 20 per 2 mm2 and/or the Ki-67 index is more than 20%.,Rectal Small Cell Carcinoma|Rectal Small Cell Neuroendocrine Cancer|Rectal Small Cell Neuroendocrine Carcinoma,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60639
C5554,Rectal Squamous Cell Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C1335690,,A very rare rectal carcinoma characterized by the presence of a malignant squamous cell infiltrate.,Rectal Squamous Carcinoma|Rectal Squamous Cell Cancer|Rectal Squamous Cell Carcinoma|Squamous Carcinoma of Rectum|Squamous Carcinoma of the Rectum|Squamous Cell Carcinoma of Rectum|Squamous Cell Carcinoma of the Rectum,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5554
C7974,Rectal Undifferentiated Carcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C0279657,,"A usually aggressive carcinoma that arises from the rectum and is composed of malignant cells which do not display evidence of glandular, squamous, or transitional cell differentiation.",Anaplastic Carcinoma of Rectum|Anaplastic Carcinoma of the Rectum|Carcinoma Simplex of the Rectum.|Rectal Anaplastic Carcinoma|Rectal Undifferentiated Carcinoma|Undifferentiated Carcinoma of Rectum|Undifferentiated Carcinoma of the Rectum|Undifferentiated Rectal Cancer|Undifferentiated Rectal Carcinoma,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7974
C9451,Rectal Well Differentiated Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1333870,,A rectal adenocarcinoma characterized by the presence of a malignant cellular infiltrate with more than 95% glandular formation.,Grade 1 Rectal Adenocarcinoma|Grade I Rectal Adenocarcinoma|Rectal Well Differentiated Adenocarcinoma|Well Differentiated Rectal Adenocarcinoma,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9451
C43584,Rectosigmoid Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,C1711390,,"An adenocarcinoma arising from the rectosigmoid junction. It is more frequently seen in populations with a Western type diet and in patients with a history of chronic inflammatory bowel disease. Signs and symptoms include intestinal bleeding, anemia, and change in bowel habits. According to the degree of cellular differentiation, rectosigmoid adenocarcinomas are divided into well, moderately, and poorly differentiated. Histologic variants include mucinous adenocarcinoma, signet ring cell carcinoma, medullary carcinoma, serrated adenocarcinoma, cribriform comedo-type adenocarcinoma, and micropapillary adenocarcinoma.",Rectosigmoid Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43584
C226296,Rectosigmoid Carcinoma In Situ,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,2,True,DEFAULT,,,An intraepithelial carcinoma arising from the rectosigmoid junction without evidence of invasion.,Carcinoma in situ of rectosigmoid junction|Rectosigmoid Carcinoma In Situ,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226296
C43592,Rectosigmoid Mucinous Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1709867,,An invasive adenocarcinoma of the rectosigmoid junction characterized by the presence of pools of extracellular mucin. Malignant glandular epithelial cells are present in the mucin collections. Mucin constitutes more than 50% of the lesion.,Rectosigmoid Mucinous Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43592
C43593,Rectosigmoid Signet Ring Cell Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,4,True,DEFAULT,C1709869,,An infiltrating adenocarcinoma that arises from the rectosigmoid junction and is characterized by the presence of malignant glandular cells with prominent intracytoplasmic mucin. These cells constitute more than 50% of the malignant cellular population.,Rectosigmoid Signet Ring Cell Adenocarcinoma|Rectosigmoid Signet Ring Cell Carcinoma|Rectosigmoid Signet-Ring Cell Carcinoma,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43593
C213374,Sigmoid Colon Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C0578438,,An adenocarcinoma that arises from the sigmoid colon.,Sigmoid Colon Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213374
C38760,Submucosal Invasive Colon Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C1515024,,An adenocarcinoma of the colon that has invaded into the submucosa.,Submucosal Invasive Colon Adenocarcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38760
C96496,Ulcerative Colitis-Associated Colorectal Adenocarcinoma,Concept,Y,Histology,Pathology/cytology,Neoplastic Process,3,True,DEFAULT,C3272820,,"A colorectal adenocarcinoma that develops in patients with a history of ulcerative colitis. Such carcinomas are usually multiple and flat. Histologically, they are usually mucinous or signet-ring cell type.",UC-Associated CRC|Ulcerative Colitis-Associated Colorectal Adenocarcinoma|Ulcerative Colitis-Associated Colorectal Carcinoma,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96496
C162256,Hypermutated Colorectal Carcinoma,Concept,Y,Molecular Disease Subtype,Molecular genetics,Neoplastic Process,1,True,DEFAULT,,,A colorectal carcinoma characterized by a high mutational rate caused by DNA mismatch repair deficiency or POLE/POLD1 driver mutations.,Hypermutated Colorectal Cancer|Hypermutated Colorectal Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162256
C177777,Microsatellite Stable Colon Carcinoma,Concept,Y,Molecular Disease Subtype,Molecular genetics,Neoplastic Process,2,True,DEFAULT,,,A colon carcinoma characterized by the absence of microsatellite instability.,Microsatellite Stable Colon Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177777
C173324,Microsatellite Stable Colorectal Carcinoma,Concept,Y,Molecular Disease Subtype,Molecular genetics,Neoplastic Process,1,True,DEFAULT,,,A colorectal carcinoma characterized by the absence of microsatellite instability.,Microsatellite Stable Colorectal Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C173324
C177776,Microsatellite Stable Rectal Carcinoma,Concept,Y,Molecular Disease Subtype,Molecular genetics,Neoplastic Process,2,True,DEFAULT,,,A rectal carcinoma characterized by the absence of microsatellite instability.,Microsatellite Stable Rectal Carcinoma,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177776
C218464,Mismatch Repair Proficient Colorectal Carcinoma,Concept,Y,Molecular Disease Subtype,Molecular genetics,Neoplastic Process,1,True,DEFAULT,,,A colorectal carcinoma in which the mismatch repair system is functional.,Mismatch Repair Proficient Colorectal Carcinoma|MMRp Colorectal Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C218464
C2955,Colorectal Carcinoma,Concept,Y,Root Concept,Disease taxonomy,Neoplastic Process,0,True,DEFAULT,C0009402,,A malignant epithelial neoplasm that arises from the colon or rectum and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas. | Cancer that develops in the colon (the longest part of the large intestine) and/or the rectum (the last several inches of the large intestine before the anus).,"Colorectal (Colon or Rectal) Cancer|Colorectal Cancer|colorectal cancer|Colorectal cancer, NOS|Colorectal Carcinoma|CRC",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C2955
C90507,Colon Cancer by AJCC v6 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C2983706,,"A term that refers to the staging of colon carcinoma according to the American Joint Committee on Cancer, 6th edition.",Colon Cancer by AJCC v6 Stage|Colon Carcinoma by AJCC v6 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90507
C91224,Colon Cancer by AJCC v7 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C2984088,,"A term that refers to the staging of colon carcinoma according to the American Joint Committee on Cancer, 7th edition.",Colon Cancer by AJCC v7 Stage|Colon Carcinoma by AJCC v7 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C91224
C134251,Colon Cancer by AJCC v8 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,"A term that refers to the staging of colon cancer according to the American Joint Committee on Cancer, 8th edition. This staging system applies to adenocarcinomas, high-grade neuroendocrine carcinomas, and squamous cell carcinomas of the colon. (from AJCC 8th Ed.)",Colon Cancer by AJCC v8 Stage|Colon Carcinoma by AJCC v8 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134251
C90506,Colorectal Cancer by AJCC v6 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,1,True,DEFAULT,C2983705,,"A term that refers to the staging of colorectal carcinoma according to the American Joint Committee on Cancer, 6th edition.",Colorectal Cancer by AJCC v6 Stage|Colorectal Carcinoma by AJCC v6 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90506
C91223,Colorectal Cancer by AJCC v7 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,1,True,DEFAULT,C2984087,,"A term that refers to the staging of colorectal carcinoma according to the American Joint Committee on Cancer, 7th edition.",Colorectal Cancer by AJCC v7 Stage|Colorectal Carcinoma by AJCC v7 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C91223
C134180,Colorectal Cancer by AJCC v8 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,1,True,DEFAULT,,,"A term that refers to the staging of colorectal cancer according to the American Joint Committee on Cancer, 8th edition. This staging system applies to adenocarcinomas, high-grade neuroendocrine carcinomas, and squamous cell carcinomas of the colon and rectum. Appendiceal carcinomas, anal carcinomas, and well-differentiated neuroendocrine tumors (carcinoids) are not covered by this staging system. (from AJCC 8th Ed.)",Colorectal Cancer by AJCC v8 Stage|Colorectal Carcinoma by AJCC v8 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134180
C226754,Colorectal Low Grade Tubuloglandular Adenocarcinoma,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"An uncommon, low-grade adenocarcinoma that arises from the colon or rectum and is characterized by the presence of extremely well differentiated malignant small or medium sized glands with round or tubular shape and absence of desmoplastic stroma formation. It typically occurs in patients with long-standing inflammatory bowel disease and approximately 10% of inflammatory bowel disease-associated colorectal carcinomas are low-grade tubuloglandular adenocarcinomas.",Colorectal LGTGA|Colorectal Low Grade Tubuloglandular Adenocarcinoma|Colorectal Low-Grade Tubuloglandular Adenocarcinoma,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226754
C214793,Early Stage Colon Carcinoma,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,"A stage term referring to colon carcinoma that is limited to the colon or local lymph nodes, without metastasis to distant anatomic sites.",Early Stage Colon Cancer|Early Stage Colon Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C214793
C205290,Early Stage Colorectal Carcinoma,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,1,True,DEFAULT,,,"A stage term referring to colorectal carcinoma that is limited to the colon/rectum or local lymph nodes, without metastasis to distant anatomic sites.",Early Stage Colorectal Cancer|Early Stage Colorectal Carcinoma,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C205290
C90508,Rectal Cancer by AJCC v6 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C2983707,,"A term that refers to the staging of rectal carcinoma according to the American Joint Committee on Cancer, 6th edition.",Rectal Cancer by AJCC v6 Stage|Rectal Carcinoma by AJCC v6 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90508
C91225,Rectal Cancer by AJCC v7 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C2984089,,"A term that refers to the staging of rectal carcinoma according to the American Joint Committee on Cancer, 7th edition.",Rectal Cancer by AJCC v7 Stage|Rectal Carcinoma by AJCC v7 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C91225
C134258,Rectal Cancer by AJCC v8 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,"A term that refers to the staging of rectal cancer according to the American Joint Committee on Cancer, 8th edition. This staging system applies to adenocarcinomas, high-grade neuroendocrine carcinomas, and squamous cell carcinomas of the rectum. (from AJCC 8th Ed.)",Rectal Cancer by AJCC v8 Stage|Rectal Carcinoma by AJCC v8 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134258
C90509,Rectosigmoid Cancer by AJCC v6 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C2983708,,"A term that refers to the staging of rectosigmoid carcinoma according to the American Joint Committee on Cancer, 6th edition.",Rectosigmoid Cancer by AJCC v6 Stage|Rectosigmoid Carcinoma by AJCC v6 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90509
C91226,Rectosigmoid Cancer by AJCC v7 Stage,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C2984090,,"A term that refers to the staging of rectosigmoid carcinoma according to the American Joint Committee on Cancer, 7th edition.",Rectosigmoid Cancer by AJCC v7 Stage|Rectosigmoid Carcinoma by AJCC v7 Stage,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C91226
C3638,Stage 0 Colon Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0154061,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial or invasion of lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)",Colon Cancer Stage 0|Stage 0 Carcinoma of Colon|Stage 0 Carcinoma of the Colon|Stage 0 Colon Cancer|Stage 0 Colon Cancer AJCC v6|Stage 0 Colon Cancer AJCC v6 and v7|Stage 0 Colon Cancer AJCC v7|Stage 0 Colon Carcinoma|Stage 0 Colonic Carcinoma,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3638
C134271,Stage 0 Colon Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ, intramucosal carcinoma (involvement of lamina propria with no extension through muscularis mucosae). N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage 0 Colon Cancer|Stage 0 Colon Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134271
C8932,Stage 0 Colorectal Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C0854751,,"Abnormal cells are found in the mucosa (innermost layer) of the colon and/or rectal wall. These abnormal cells may become cancer. | Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial or invasion of the lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)","Colorectal Cancer, Stage 0|Colorectal Carcinoma Stage 0|Stage 0 Colorectal (Colon or Rectal) Cancer|Stage 0 Colorectal Cancer AJCC v6|Stage 0 Colorectal Cancer AJCC v6 and v7|Stage 0 Colorectal Cancer AJCC v7|Stage 0 Colorectal Carcinoma|stage 0 colorectal carcinoma in situ",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8932
C134182,Stage 0 Colorectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ, intramucosal carcinoma (involvement of lamina propria with no extension through muscularis mucosae). N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage 0 Colorectal (Colon or Rectal) Cancer|Stage 0 Colorectal Cancer AJCC v8|Stage 0 Colorectal Carcinoma AJCC v8,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134182
C4853,Stage 0 Rectal Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0154062,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial or invasion of the lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)",Stage 0 Carcinoma of Rectum|Stage 0 Carcinoma of the Rectum|Stage 0 Rectal Cancer|Stage 0 Rectal Cancer AJCC v6|Stage 0 Rectal Cancer AJCC v6 and v7|Stage 0 Rectal Cancer AJCC v7|Stage 0 Rectal Carcinoma,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4853
C134291,Stage 0 Rectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ, intramucosal carcinoma (involvement of lamina propria with no extension through muscularis mucosae). N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage 0 Rectal Cancer|Stage 0 Rectal Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134291
C5017,Stage 0 Rectosigmoid Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0854780,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial or invasion of the lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)",Stage 0 Rectosigmoid Cancer|Stage 0 Rectosigmoid Cancer AJCC v6|Stage 0 Rectosigmoid Cancer AJCC v6 and v7|Stage 0 Rectosigmoid Cancer AJCC v7|Stage 0 Rectosigmoid Carcinoma,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5017
